loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status
LN-00501,BR-03501,Auto,2021-04-03,2027-04-04,245730,212490.29,6.64,72,PA,Medical,C,3 years,$75k-$100k,Late,90,Summit Financial,2026-04-26,2026-06-01T00:00:00Z,Partial
LN-00502,BR-03502,Mortgage,2022-08-18,2029-08-18,100449,63572.99,7.19,84,NC,Education,C,5 years,$75k-$100k,Current,0,Harbor Servicing,2026-06-21,2026-06-09T00:00:00Z,Complete
LN-00503,BR-03503,Student,2021-06-11,2031-06-12,131191,118809.25,6.83,120,AZ,Auto purchase,D,12 years,$150k+,Current,0,Summit Financial,2026-06-08,2026-05-28T00:00:00Z,Complete
LN-00504,BR-03504,Personal,2024-06-05,2044-06-06,159982,91133.96,7.46,240,FL,Home improvement,C,10 years,$75k-$100k,Current,0,Atlas Loan Co.,2026-05-27,2026-05-26T00:00:00Z,Complete
LN-00505,BR-03505,Home Equity,2022-01-02,2052-01-03,438632,285239.66,6.4,360,WA,Major purchase,C,7 years,$100k-$150k,Current,0,Pioneer Credit,2026-05-10,2026-06-21T00:00:00Z,Complete
LN-00506,BR-03506,Personal,2022-03-31,2027-03-31,471013,277825.01,6.09,60,NJ,Education,C,3 years,$100k-$150k,Current,0,Summit Financial,2026-05-17,2026-06-01T00:00:00Z,Complete
LN-00507,BR-03507,Auto,2024-12-15,2039-12-16,78616,69889.74,11.4,180,PA,Debt consolidation,D,10 years,$100k-$150k,Current,0,Atlas Loan Co.,2026-07-26,2026-07-22T00:00:00Z,Complete
LN-00508,BR-03508,Auto,2022-02-01,2032-02-02,102172,93622.98,10.81,120,MD,Debt consolidation,A,10 years,$50k-$75k,Current,0,Harbor Servicing,2026-07-22,2026-05-10T00:00:00Z,Complete
LN-00509,BR-03509,Auto,2023-10-04,2027-10-04,459499,352217.29,11.79,48,MI,Debt consolidation,B,12 years,$50k-$75k,Late,45,Northstar Servicing,2026-04-25,2026-04-15T00:00:00Z,Complete
LN-00510,BR-03510,Home Equity,2021-07-12,2027-07-13,478864,416096.06,4.8,72,PA,Debt consolidation,C,2 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-04-10,2026-07-31T00:00:00Z,Complete
LN-00511,BR-03511,Student,2022-05-20,2029-05-20,404324,285799.41,10.08,84,WA,Major purchase,A,3 years,$75k-$100k,Current,0,Blue Ridge Servicing,2026-06-11,2026-04-08T00:00:00Z,Complete
LN-00512,BR-03512,Home Equity,2023-05-21,2025-05-21,164665,87919.19,6.65,24,VA,Education,C,2 years,$150k+,Current,0,Blue Ridge Servicing,2026-04-03,2026-05-15T00:00:00Z,Complete
LN-00513,BR-03513,Student,2024-07-05,2027-07-06,472105,0,10.04,36,CO,Home improvement,D,5 years,$50k-$75k,Closed,0,Pioneer Credit,2026-04-16,2026-04-06T00:00:00Z,Complete
LN-00514,BR-03514,Home Equity,2024-10-01,2034-10-02,221188,140396.51,4.88,120,VA,Home improvement,D,12 years,$150k+,Delinquent,60,Harbor Servicing,2026-07-07,2026-06-17T00:00:00Z,Complete
LN-00515,BR-03515,Home Equity,2021-12-11,2036-12-11,148342,53377.37,4.73,180,MI,Auto purchase,B,10 years,$150k+,Current,0,Summit Financial,2026-04-16,2026-05-23T00:00:00Z,Complete
LN-00516,BR-03516,Personal,2024-12-07,2044-12-08,231893,68170.75,8.58,240,OH,Medical,B,12 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-06-16,2026-06-14T00:00:00Z,Complete
LN-00517,BR-03517,Student,2024-12-09,2034-12-10,21458,12900.42,9.68,120,CO,Auto purchase,D,2 years,$150k+,Current,0,Pioneer Credit,2026-06-21,2026-07-26T00:00:00Z,Complete
LN-00518,BR-03518,Student,2022-09-15,2026-09-15,321554,283262.62,10.81,48,PA,Major purchase,B,10 years,$100k-$150k,Current,0,Pioneer Credit,2026-06-07,2026-07-12T00:00:00Z,Complete
LN-00519,BR-03519,Home Equity,2025-01-27,2029-01-27,81098,29609.46,6.76,48,OH,Auto purchase,A,2 years,$100k-$150k,Current,0,Summit Financial,2026-08-01,2026-05-14T00:00:00Z,Complete
LN-00520,BR-03520,Personal,2022-04-01,2025-04-01,305080,230942.26,8.32,36,WA,Debt consolidation,B,12 years,$75k-$100k,Current,0,Harbor Servicing,2026-04-17,2026-07-19T00:00:00Z,Complete
LN-00521,BR-03521,Personal,2021-02-19,2041-02-20,427644,379871.78,8.95,240,AZ,Education,C,12 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-07-31,2026-05-23T00:00:00Z,Partial
LN-00522,BR-03522,Auto,2024-11-08,2034-11-09,192626,87792.09,8.02,120,IL,Home improvement,D,12 years,$75k-$100k,Current,0,Pioneer Credit,2026-06-06,2026-04-16T00:00:00Z,Complete
LN-00523,BR-03523,Auto,2024-08-10,2027-08-11,449829,237012.01,8.81,36,NJ,Major purchase,D,2 years,$75k-$100k,Current,0,Blue Ridge Servicing,2026-04-14,2026-07-07T00:00:00Z,Complete
LN-00524,BR-03524,Installment,2023-01-29,2038-01-29,491654,448836.36,9.44,180,IL,Education,C,7 years,$100k-$150k,Current,0,Northstar Servicing,2026-05-06,2026-07-07T00:00:00Z,Complete
LN-00525,BR-03525,Student,2022-09-26,2026-09-26,200054,180786.12,11.99,48,FL,Education,B,5 years,$100k-$150k,Current,0,Harbor Servicing,2026-07-21,2026-04-17T00:00:00Z,Complete
LN-00526,BR-03526,Home Equity,2023-10-20,2038-10-20,331838,169197.66,5.87,180,VA,Medical,A,10 years,$150k+,Current,0,Summit Financial,2026-07-15,2026-04-28T00:00:00Z,Complete
LN-00527,BR-03527,Home Equity,2022-10-14,2025-10-14,183247,108065.95,9.26,36,IL,Auto purchase,A,2 years,$100k-$150k,Current,0,Summit Financial,2026-05-03,2026-04-22T00:00:00Z,Complete
LN-00528,BR-03528,Home Equity,2023-02-20,2029-02-20,154726,78685.78,12.32,72,PA,Education,C,2 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-05-21,2026-07-07T00:00:00Z,Complete
LN-00529,BR-03529,Student,2024-09-16,2026-09-17,15997,9565.19,7.17,24,MN,Debt consolidation,A,3 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-05-08,2026-06-19T00:00:00Z,Complete
LN-00530,BR-03530,Home Equity,2024-11-11,2039-11-12,347748,265291.25,7.64,180,OR,Debt consolidation,C,3 years,$75k-$100k,Current,0,Atlas Loan Co.,2026-05-06,2026-04-05T00:00:00Z,Complete
LN-00531,BR-03531,Mortgage,2024-09-19,2028-09-19,133185,58116.7,10.0,48,NY,Home improvement,A,7 years,$150k+,Current,0,Harbor Servicing,2026-06-08,2026-04-23T00:00:00Z,Complete
LN-00532,BR-03532,Home Equity,2024-03-07,2031-03-08,248687,185996.28,8.98,84,MA,Auto purchase,B,3 years,$150k+,Current,0,Atlas Loan Co.,2026-07-24,2026-05-01T00:00:00Z,Complete
LN-00533,BR-03533,Auto,2021-03-01,2051-03-02,272293,212529.52,9.96,360,TX,Auto purchase,A,12 years,$150k+,Current,0,Blue Ridge Servicing,2026-04-26,2026-05-04T00:00:00Z,Complete
LN-00534,BR-03534,Student,2021-07-02,2027-07-03,228761,59731.28,10.31,72,VA,Medical,D,5 years,$50k-$75k,Current,0,Northstar Servicing,2026-07-14,2026-06-01T00:00:00Z,Complete
LN-00535,BR-03535,Student,2024-03-09,2044-03-10,98152,65296.45,6.35,240,NJ,Education,A,2 years,$150k+,Current,0,Summit Financial,2026-07-26,2026-05-06T00:00:00Z,Complete
LN-00536,BR-03536,Student,2024-04-18,2034-04-19,368278,241074.33,6.62,120,IL,Auto purchase,A,12 years,$150k+,Current,0,Harbor Servicing,2026-07-12,2026-06-27T00:00:00Z,Complete
LN-00537,BR-03537,Auto,2023-07-09,2030-07-09,477242,296410.63,10.29,84,GA,Home improvement,B,12 years,$100k-$150k,Current,0,Atlas Loan Co.,2026-05-02,2026-07-27T00:00:00Z,Complete
LN-00538,BR-03538,Mortgage,2024-09-21,2034-09-22,235315,180753.35,11.07,120,NY,Education,A,7 years,$75k-$100k,Current,0,Pioneer Credit,2026-05-29,2026-05-02T00:00:00Z,Complete
LN-00539,BR-03539,Student,2021-06-03,2028-06-03,348930,0,10.31,84,PA,Major purchase,A,5 years,$75k-$100k,Closed,0,Atlas Loan Co.,2026-04-14,2026-07-01T00:00:00Z,Complete
LN-00540,BR-03540,Auto,2022-04-30,2025-04-30,98422,82282.41,11.04,36,MD,Home improvement,C,7 years,$100k-$150k,Current,0,Northstar Servicing,2026-07-05,2026-06-25T00:00:00Z,Complete
LN-00541,BR-03541,Auto,2021-09-28,2031-09-29,274245,234645.24,8.42,120,TN,Education,A,3 years,$75k-$100k,Current,0,Pioneer Credit,2026-06-20,2026-07-26T00:00:00Z,Complete
LN-00542,BR-03542,Installment,2024-05-30,2026-05-31,168271,91890.12,7.38,24,NJ,Major purchase,C,10 years,$75k-$100k,Current,0,Blue Ridge Servicing,2026-07-18,2026-04-14T00:00:00Z,Complete
LN-00543,BR-03543,Student,2022-10-24,2042-10-25,108101,55846.89,5.52,240,WA,Medical,A,12 years,$75k-$100k,Late,15,Blue Ridge Servicing,2026-05-26,2026-04-27T00:00:00Z,Complete
LN-00544,BR-03544,Auto,2021-01-20,2041-01-21,295367,267282.69,12.17,240,MD,Education,A,3 years,$50k-$75k,Current,0,Summit Financial,2026-06-29,2026-07-12T00:00:00Z,Complete
LN-00545,BR-03545,Personal,2024-07-10,2028-07-10,160171,104203.08,10.45,48,NY,Home improvement,B,2 years,$100k-$150k,Current,0,Harbor Servicing,2026-06-01,2026-06-16T00:00:00Z,Complete
LN-00546,BR-03546,Home Equity,2023-09-16,2028-09-15,61021,15625.52,9.33,60,WA,Debt consolidation,A,10 years,$150k+,Current,0,Northstar Servicing,2026-06-27,2026-05-14T00:00:00Z,Complete
LN-00547,BR-03547,Mortgage,2022-05-02,2026-05-02,440765,226464.39,3.51,48,FL,Major purchase,A,2 years,$100k-$150k,Current,0,Atlas Loan Co.,2026-06-04,2026-06-19T00:00:00Z,Complete
LN-00548,BR-03548,Personal,2023-01-08,2028-01-08,412908,215266.1,7.57,60,PA,Auto purchase,C,5 years,$50k-$75k,Current,0,Atlas Loan Co.,2026-06-08,2026-06-09T00:00:00Z,Complete
LN-00549,BR-03549,Installment,2024-04-30,2034-05-01,102454,36642.68,7.34,120,MD,Major purchase,B,5 years,$75k-$100k,Current,0,Atlas Loan Co.,2026-04-14,2026-07-06T00:00:00Z,Complete
LN-00550,BR-03550,Auto,2022-04-09,2028-04-09,313037,282674.34,3.69,72,OH,Medical,C,3 years,$75k-$100k,Current,0,Pioneer Credit,2026-05-01,2026-04-03T00:00:00Z,Complete
LN-00551,BR-03551,Installment,2024-01-24,2039-01-24,175595,101751.13,8.19,180,WA,Medical,D,5 years,$75k-$100k,Current,0,Summit Financial,2026-07-22,2026-06-09T00:00:00Z,Complete
LN-00552,BR-03552,Mortgage,2021-08-24,2023-08-25,34972,27555.26,8.25,24,OR,Debt consolidation,C,5 years,$75k-$100k,Current,0,Atlas Loan Co.,2026-07-13,2026-06-16T00:00:00Z,Complete
LN-00553,BR-03553,Home Equity,2023-10-24,2043-10-25,192208,56116.46,6.86,240,GA,Home improvement,A,10 years,$75k-$100k,Current,0,Northstar Servicing,2026-05-03,2026-07-14T00:00:00Z,Complete
LN-00554,BR-03554,Installment,2022-04-19,2027-04-19,239494,172386.34,10.12,60,CO,Medical,D,7 years,$50k-$75k,Current,0,Summit Financial,2026-07-13,2026-05-02T00:00:00Z,Complete
LN-00555,BR-03555,Mortgage,2024-02-26,2044-02-27,418532,125359.98,7.47,240,TX,Major purchase,D,5 years,$100k-$150k,Current,0,Harbor Servicing,2026-05-25,2026-06-14T00:00:00Z,Complete
LN-00556,BR-03556,Installment,2022-08-13,2028-08-13,261396,212736.64,12.24,72,CA,Medical,A,12 years,$100k-$150k,Current,0,Northstar Servicing,2026-07-31,2026-07-07T00:00:00Z,Complete
LN-00557,BR-03557,Student,2021-03-19,2023-03-20,219572,172888.71,4.99,24,CO,Debt consolidation,C,12 years,$100k-$150k,Current,0,Pioneer Credit,2026-07-16,2026-05-20T00:00:00Z,Complete
LN-00558,BR-03558,Personal,2021-06-30,2036-06-30,464643,356749.26,7.44,180,FL,Home improvement,D,5 years,$50k-$75k,Current,0,Summit Financial,2026-04-13,2026-06-23T00:00:00Z,Complete
LN-00559,BR-03559,Student,2022-08-26,2029-08-26,479164,337534.48,4.22,84,OR,Major purchase,C,10 years,$50k-$75k,Delinquent,15,Harbor Servicing,2026-04-23,2026-05-14T00:00:00Z,Complete
LN-00560,BR-03560,Installment,2022-07-17,2029-07-17,245099,0,3.96,84,AZ,Debt consolidation,B,10 years,$150k+,Closed,0,Summit Financial,2026-07-25,2026-07-28T00:00:00Z,Complete
LN-00561,BR-03561,Home Equity,2025-01-22,2030-01-22,63351,30634.66,12.16,60,NC,Education,C,10 years,$50k-$75k,Current,0,Atlas Loan Co.,2026-05-17,2026-06-28T00:00:00Z,Complete
LN-00562,BR-03562,Auto,2023-08-13,2038-08-13,72590,23644.73,4.67,180,IL,Debt consolidation,C,5 years,$100k-$150k,Delinquent,30,Northstar Servicing,2026-07-04,2026-05-22T00:00:00Z,Complete
LN-00563,BR-03563,Auto,2024-04-25,2034-04-26,64706,37141.04,9.21,120,OH,Major purchase,D,7 years,$50k-$75k,Current,0,Pioneer Credit,2026-06-09,2026-06-19T00:00:00Z,Complete
LN-00564,BR-03564,Mortgage,2022-04-30,2026-04-30,460832,121314.27,12.15,48,TX,Medical,B,12 years,$150k+,Current,0,Harbor Servicing,2026-06-22,2026-07-31T00:00:00Z,Complete
LN-00565,BR-03565,Auto,2023-06-08,2026-06-08,34641,9790.54,9.97,36,IL,Medical,A,7 years,$50k-$75k,Current,0,Harbor Servicing,2026-07-03,2026-07-27T00:00:00Z,Complete
LN-00566,BR-03566,Auto,2022-12-21,2025-12-21,53616,29931.72,7.74,36,VA,Home improvement,A,10 years,$150k+,Current,0,Atlas Loan Co.,2026-04-12,2026-06-16T00:00:00Z,Complete
LN-00567,BR-03567,Student,2022-11-13,2037-11-13,188768,50960.48,6.06,180,WA,Education,B,5 years,$75k-$100k,Current,0,Blue Ridge Servicing,2026-06-15,2026-04-09T00:00:00Z,Complete
LN-00568,BR-03568,Student,2023-12-14,2030-12-14,482739,343378.16,4.78,84,IL,Medical,C,7 years,$75k-$100k,Current,0,Northstar Servicing,2026-06-05,2026-04-22T00:00:00Z,Complete
LN-00569,BR-03569,Auto,2021-11-30,2023-12-01,386180,163391.33,10.88,24,CA,Debt consolidation,C,2 years,$75k-$100k,Delinquent,45,Summit Financial,2026-06-03,2026-05-08T00:00:00Z,Complete
LN-00570,BR-03570,Installment,2021-12-08,2024-12-08,217446,132006.63,9.32,36,CO,Debt consolidation,B,3 years,$150k+,Current,0,Blue Ridge Servicing,2026-06-21,2026-06-01T00:00:00Z,Complete
LN-00571,BR-03571,Personal,2024-07-18,2028-07-18,379920,174560.39,4.24,48,NC,Education,A,10 years,$150k+,Current,0,Pioneer Credit,2026-04-12,2026-05-17T00:00:00Z,Complete
LN-00572,BR-03572,Home Equity,2021-09-30,2041-10-01,336730,98667.95,3.72,240,IL,Home improvement,C,5 years,$100k-$150k,Current,0,Summit Financial,2026-04-15,2026-05-01T00:00:00Z,Complete
LN-00573,BR-03573,Student,2021-02-23,2025-02-23,49827,41967.46,9.15,48,IL,Auto purchase,D,2 years,$150k+,Current,0,Pioneer Credit,2026-07-27,2026-06-20T00:00:00Z,Complete
LN-00574,BR-03574,Auto,2022-04-07,2024-04-07,333829,204970.55,5.72,24,AZ,Education,C,10 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-06-14,2026-07-29T00:00:00Z,Complete
LN-00575,BR-03575,Personal,2021-01-09,2026-01-09,438764,142991.13,6.34,60,CA,Major purchase,A,3 years,$150k+,Delinquent,30,Summit Financial,2026-04-23,2026-06-02T00:00:00Z,Complete
LN-00576,BR-03576,Personal,2021-02-05,2027-02-06,342192,95967.14,9.08,72,IL,Education,D,5 years,$100k-$150k,Current,0,Atlas Loan Co.,2026-05-25,2026-07-04T00:00:00Z,Complete
LN-00577,BR-03577,Auto,2021-10-24,2025-10-24,193964,82646.33,7.75,48,MD,Home improvement,D,2 years,$100k-$150k,Current,0,Summit Financial,2026-04-14,2026-06-25T00:00:00Z,Complete
LN-00578,BR-03578,Home Equity,2022-08-04,2052-08-04,303292,0,4.07,360,WA,Debt consolidation,C,3 years,$50k-$75k,Closed,0,Summit Financial,2026-05-10,2026-04-25T00:00:00Z,Complete
LN-00579,BR-03579,Installment,2023-11-21,2027-11-21,100709,32354.89,6.85,48,MN,Debt consolidation,C,7 years,$150k+,Delinquent,15,Harbor Servicing,2026-07-06,2026-04-30T00:00:00Z,Complete
LN-00580,BR-03580,Home Equity,2021-05-01,2036-05-01,495518,144589.02,6.62,180,CO,Debt consolidation,D,7 years,$75k-$100k,Late,45,Summit Financial,2026-05-15,2026-04-11T00:00:00Z,Complete
LN-00581,BR-03581,Student,2023-05-28,2025-05-28,21645,8518.16,12.46,24,GA,Home improvement,A,7 years,$100k-$150k,Current,0,Harbor Servicing,2026-05-21,2026-05-09T00:00:00Z,Complete
LN-00582,BR-03582,Student,2024-10-31,2034-11-01,127831,92599.36,7.87,120,MA,Debt consolidation,A,2 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-07-07,2026-04-07T00:00:00Z,Complete
LN-00583,BR-03583,Personal,2023-03-08,2053-03-08,180120,153007.51,5.55,360,NY,Education,C,7 years,$100k-$150k,Current,0,Pioneer Credit,2026-07-02,2026-07-19T00:00:00Z,Complete
LN-00584,BR-03584,Student,2023-07-10,2026-07-10,61767,50161.33,7.35,36,FL,Medical,A,7 years,$50k-$75k,Late,45,Atlas Loan Co.,2026-06-17,2026-04-10T00:00:00Z,Complete
LN-00585,BR-03585,Home Equity,2021-07-04,2036-07-04,406010,251572.02,4.97,180,OH,Education,D,10 years,$50k-$75k,Current,0,Northstar Servicing,2026-07-14,2026-05-28T00:00:00Z,Complete
LN-00586,BR-03586,Auto,2024-11-30,2030-12-01,359434,103629.09,4.19,72,MI,Education,C,10 years,$75k-$100k,Late,60,Summit Financial,2026-05-13,2026-07-16T00:00:00Z,Complete
LN-00587,BR-03587,Student,2022-10-19,2028-10-19,278135,88561.74,7.3,72,CO,Medical,B,7 years,$75k-$100k,Current,0,Pioneer Credit,2026-06-24,2026-06-20T00:00:00Z,Complete
LN-00588,BR-03588,Home Equity,2024-11-30,2028-11-30,174630,0,8.12,48,TN,Education,D,12 years,$75k-$100k,Closed,0,Summit Financial,2026-07-29,2026-04-13T00:00:00Z,Complete
LN-00589,BR-03589,Home Equity,2021-08-22,2024-08-22,257572,196197.49,9.73,36,OH,Major purchase,C,5 years,$75k-$100k,Current,0,Atlas Loan Co.,2026-07-22,2026-05-28T00:00:00Z,Complete
LN-00590,BR-03590,Auto,2025-01-31,2055-02-01,63674,56825.91,7.25,360,FL,Major purchase,A,3 years,$75k-$100k,Current,0,Pioneer Credit,2026-07-21,2026-04-30T00:00:00Z,Complete
LN-00591,BR-03591,Personal,2024-03-14,2044-03-15,181165,134482.44,10.48,240,PA,Home improvement,B,10 years,$100k-$150k,Current,0,Atlas Loan Co.,2026-08-01,2026-04-03T00:00:00Z,Complete
LN-00592,BR-03592,Home Equity,2021-06-14,2031-06-15,392973,165456.16,5.91,120,NC,Education,A,12 years,$100k-$150k,Current,0,Blue Ridge Servicing,2026-07-19,2026-07-05T00:00:00Z,Complete
LN-00593,BR-03593,Mortgage,2023-03-12,2033-03-12,345101,275059.47,12.05,120,OH,Auto purchase,C,3 years,$50k-$75k,Current,0,Northstar Servicing,2026-07-17,2026-07-25T00:00:00Z,Complete
LN-00594,BR-03594,Home Equity,2022-11-12,2026-11-12,95160,86900.85,12.26,48,CA,Debt consolidation,B,3 years,$150k+,Current,0,Northstar Servicing,2026-04-21,2026-05-05T00:00:00Z,Complete
LN-00595,BR-03595,Personal,2023-04-09,2053-04-09,329092,197408.74,8.89,360,CO,Debt consolidation,C,12 years,$75k-$100k,Current,0,Pioneer Credit,2026-06-23,2026-04-10T00:00:00Z,Complete
LN-00596,BR-03596,Personal,2021-12-05,2028-12-05,477611,349863.41,9.45,84,VA,Debt consolidation,A,7 years,$100k-$150k,Current,0,Summit Financial,2026-06-27,2026-06-07T00:00:00Z,Partial
LN-00597,BR-03597,Auto,2022-04-26,2052-04-26,403463,325179.4,11.09,360,TX,Medical,A,10 years,$50k-$75k,Current,0,Harbor Servicing,2026-07-17,2026-07-24T00:00:00Z,Complete
LN-00598,BR-03598,Mortgage,2023-12-06,2025-12-06,104293,59064.7,4.58,24,NJ,Education,A,10 years,$50k-$75k,Current,0,Northstar Servicing,2026-06-10,2026-05-09T00:00:00Z,Complete
LN-00599,BR-03599,Auto,2022-09-25,2024-09-25,235134,150489.21,4.82,24,PA,Debt consolidation,D,3 years,$100k-$150k,Late,30,Blue Ridge Servicing,2026-05-09,2026-05-05T00:00:00Z,Complete
LN-00600,BR-03600,Auto,2023-11-26,2053-11-26,52907,29143.79,12.44,360,GA,Major purchase,A,5 years,$75k-$100k,Current,0,Summit Financial,2026-04-07,2026-06-11T00:00:00Z,Complete
LN-00601,BR-03601,Home Equity,2024-11-25,2054-11-26,286378,205702.22,7.23,360,PA,Home improvement,C,7 years,$150k+,Current,0,Harbor Servicing,2026-06-04,2026-07-11T00:00:00Z,Complete
LN-00602,BR-03602,Mortgage,2022-03-28,2029-03-28,425878,381752.89,10.62,84,FL,Education,A,12 years,$50k-$75k,Current,0,Northstar Servicing,2026-07-12,2026-06-10T00:00:00Z,Complete
LN-00603,BR-03603,Student,2023-09-07,2028-09-06,393997,210136.37,10.08,60,TN,Education,B,10 years,$100k-$150k,Current,0,Summit Financial,2026-07-19,2026-05-30T00:00:00Z,Complete
LN-00604,BR-03604,Student,2023-04-29,2038-04-29,374741,268696.81,6.69,180,NY,Debt consolidation,A,12 years,$50k-$75k,Current,0,Northstar Servicing,2026-06-25,2026-07-28T00:00:00Z,Complete
LN-00605,BR-03605,Home Equity,2024-07-03,2029-07-03,125448,34407.37,11.08,60,CO,Education,C,12 years,$75k-$100k,Current,0,Pioneer Credit,2026-06-24,2026-05-18T00:00:00Z,Complete
LN-00606,BR-03606,Student,2021-03-12,2036-03-12,369297,296601.81,7.26,180,IL,Debt consolidation,A,12 years,$100k-$150k,Current,0,Atlas Loan Co.,2026-06-11,2026-07-02T00:00:00Z,Complete
LN-00607,BR-03607,Home Equity,2024-10-07,2030-10-08,310585,151838.84,3.8,72,NY,Debt consolidation,C,12 years,$50k-$75k,Current,0,Summit Financial,2026-05-09,2026-07-01T00:00:00Z,Complete
LN-00608,BR-03608,Mortgage,2022-02-15,2024-02-16,214594,117090.02,5.09,24,NY,Auto purchase,A,3 years,$75k-$100k,Current,0,Atlas Loan Co.,2026-06-07,2026-04-13T00:00:00Z,Complete
LN-00609,BR-03609,Auto,2024-02-14,2027-02-14,395123,115499.93,5.08,36,OR,Education,B,7 years,$150k+,Current,0,Blue Ridge Servicing,2026-05-10,2026-04-11T00:00:00Z,Complete
LN-00610,BR-03610,Mortgage,2023-03-09,2029-03-09,39291,27556.37,11.3,72,CO,Auto purchase,A,2 years,$75k-$100k,Current,0,Blue Ridge Servicing,2026-05-18,2026-06-24T00:00:00Z,Complete
LN-00611,BR-03611,Installment,2021-11-02,2024-11-02,153776,105774.4,4.06,36,CO,Home improvement,B,2 years,$50k-$75k,Current,0,Pioneer Credit,2026-07-11,2026-07-24T00:00:00Z,Complete
LN-00612,BR-03612,Installment,2022-08-07,2026-08-07,484166,207709.14,6.25,48,CO,Major purchase,A,3 years,$100k-$150k,Current,0,Summit Financial,2026-06-17,2026-04-20T00:00:00Z,Complete
LN-00613,BR-03613,Auto,2022-02-18,2026-02-18,477967,267401.43,6.17,48,MI,Auto purchase,C,3 years,$50k-$75k,Late,45,Atlas Loan Co.,2026-06-19,2026-04-03T00:00:00Z,Complete
LN-00614,BR-03614,Installment,2022-07-25,2037-07-25,445116,116709.46,10.4,180,GA,Auto purchase,B,2 years,$75k-$100k,Late,60,Blue Ridge Servicing,2026-06-15,2026-05-27T00:00:00Z,Complete
LN-00615,BR-03615,Student,2022-02-02,2027-02-02,423884,155071.11,11.33,60,MD,Medical,B,12 years,$150k+,Current,0,Atlas Loan Co.,2026-06-29,2026-07-23T00:00:00Z,Complete
LN-00616,BR-03616,Auto,2022-02-27,2027-02-27,303322,158018.99,7.29,60,CO,Major purchase,C,10 years,$50k-$75k,Current,0,Pioneer Credit,2026-06-06,2026-07-21T00:00:00Z,Complete
LN-00617,BR-03617,Student,2022-09-14,2037-09-14,381628,118157.72,10.39,180,MD,Medical,C,3 years,$100k-$150k,Current,0,Blue Ridge Servicing,2026-05-12,2026-04-16T00:00:00Z,Complete
LN-00618,BR-03618,Personal,2021-10-28,2051-10-29,435772,328867.74,9.76,360,TN,Debt consolidation,D,12 years,$50k-$75k,Current,0,Pioneer Credit,2026-06-11,2026-04-06T00:00:00Z,Complete
LN-00619,BR-03619,Personal,2023-12-12,2030-12-12,56414,40844.74,11.9,84,MD,Major purchase,D,7 years,$50k-$75k,Current,0,Summit Financial,2026-04-30,2026-06-21T00:00:00Z,Complete
LN-00620,BR-03620,Mortgage,2023-10-03,2030-10-03,222949,191661.83,10.23,84,OR,Debt consolidation,B,7 years,$100k-$150k,Current,0,Blue Ridge Servicing,2026-07-31,2026-05-10T00:00:00Z,Complete
LN-00621,BR-03621,Mortgage,2024-07-16,2031-07-17,427552,237295.8,9.24,84,MA,Medical,C,3 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-05-01,2026-07-02T00:00:00Z,Complete
LN-00622,BR-03622,Home Equity,2021-05-25,2028-05-25,119078,91680.46,11.1,84,MI,Debt consolidation,D,2 years,$50k-$75k,Current,0,Northstar Servicing,2026-06-25,2026-06-28T00:00:00Z,Complete
LN-00623,BR-03623,Mortgage,2023-04-13,2029-04-13,443062,202294.0,11.7,72,NY,Medical,B,7 years,$50k-$75k,Current,0,Atlas Loan Co.,2026-04-22,2026-05-15T00:00:00Z,Complete
LN-00624,BR-03624,Home Equity,2024-01-09,2029-01-08,463208,320311.93,9.06,60,TX,Debt consolidation,A,2 years,$100k-$150k,Current,0,Blue Ridge Servicing,2026-07-06,2026-07-16T00:00:00Z,Complete
LN-00625,BR-03625,Student,2021-08-12,2024-08-12,319259,243704.54,5.47,36,VA,Auto purchase,D,2 years,$100k-$150k,Current,0,Blue Ridge Servicing,2026-07-22,2026-06-18T00:00:00Z,Complete
LN-00626,BR-03626,Student,2022-03-19,2027-03-19,278203,144270.57,4.47,60,IL,Education,C,3 years,$100k-$150k,Current,0,Northstar Servicing,2026-06-19,2026-07-30T00:00:00Z,Complete
LN-00627,BR-03627,Installment,2021-11-23,2025-11-23,440607,116647.02,11.03,48,TN,Auto purchase,C,10 years,$150k+,Current,0,Summit Financial,2026-05-21,2026-06-12T00:00:00Z,Complete
LN-00628,BR-03628,Installment,2023-09-29,2038-09-29,229568,122829.45,9.16,180,FL,Debt consolidation,B,12 years,$150k+,Current,0,Blue Ridge Servicing,2026-06-01,2026-04-07T00:00:00Z,Complete
LN-00629,BR-03629,Student,2023-04-29,2029-04-29,471890,161488.22,12.31,72,MA,Auto purchase,D,10 years,$150k+,Current,0,Harbor Servicing,2026-07-22,2026-05-24T00:00:00Z,Complete
